Plot BID,date,count,AWF,AWF_MIN,AWF_MAX,AWF_SD,AWF_CNT,FRAREA,FRAREA_MIN,FRAREA_MAX,FRAREA_SD,FRAREA_CNT,FRPER,FRPER_MIN,FRPER_MAX,FRPER_SD,FRPER_CNT,FRWMH,FRWMH_MIN,FRWMH_MAX,FRWMH_SD,FRWMH_CNT,FRMAXW,FRMAXW_MIN,FRMAXW_MAX,FRMAXW_SD,FRMAXW_CNT,FWSD,FWSD_MIN,FWSD_MAX,FWSD_SD,FWSD_CNT,FRMHMW,FRMHMW_MIN,FRMHMW_MAX,FRMHMW_SD,FRMHMW_CNT,FRMH,FRMH_MIN,FRMH_MAX,FRMH_SD,FRMH_CNT,FHSD,FHSD_MIN,FHSD_MAX,FHSD_SD,FHSD_CNT,FRSPH,FRSPH_MIN,FRSPH_MAX,FRSPH_SD,FRSPH_CNT,FRSIEMAX,FRSIEMAX_MIN,FRSIEMAX_MAX,FRSIEMAX_SD,FRSIEMAX_CNT,FRSIEMID,FRSIEMID_MIN,FRSIEMID_MAX,FRSIEMID_SD,FRSIEMID_CNT,FRCSI,FRCSI_MIN,FRCSI_MAX,FRCSI_SD,FRCSI_CNT,FRPB,FRPB_MIN,FRPB_MAX,FRPB_SD,FRPB_CNT,FRDB,FRDB_MIN,FRDB_MAX,FRDB_SD,FRDB_CNT,FRSTRI,FRSTRI_MIN,FRSTRI_MAX,FRSTRI_SD,FRSTRI_CNT,FRELIP,FRELIP_MIN,FRELIP_MAX,FRELIP_SD,FRELIP_CNT,FRRECT,FRRECT_MIN,FRRECT_MAX,FRRECT_SD,FRRECT_CNT,FWID01,FWID01_MIN,FWID01_MAX,FWID01_SD,FWID01_CNT,FWID02,FWID02_MIN,FWID02_MAX,FWID02_SD,FWID02_CNT,FWID03,FWID03_MIN,FWID03_MAX,FWID03_SD,FWID03_CNT,FWID04,FWID04_MIN,FWID04_MAX,FWID04_SD,FWID04_CNT,FWID05,FWID05_MIN,FWID05_MAX,FWID05_SD,FWID05_CNT,FWID06,FWID06_MIN,FWID06_MAX,FWID06_SD,FWID06_CNT,FWID07,FWID07_MIN,FWID07_MAX,FWID07_SD,FWID07_CNT,FWID08,FWID08_MIN,FWID08_MAX,FWID08_SD,FWID08_CNT,FWID09,FWID09_MIN,FWID09_MAX,FWID09_SD,FWID09_CNT,FHT01,FHT01_MIN,FHT01_MAX,FHT01_SD,FHT01_CNT,FHT02,FHT02_MIN,FHT02_MAX,FHT02_SD,FHT02_CNT,FHT03,FHT03_MIN,FHT03_MAX,FHT03_SD,FHT03_CNT,FHT04,FHT04_MIN,FHT04_MAX,FHT04_SD,FHT04_CNT,FHT05,FHT05_MIN,FHT05_MAX,FHT05_SD,FHT05_CNT,FHT06,FHT06_MIN,FHT06_MAX,FHT06_SD,FHT06_CNT,FHT07,FHT07_MIN,FHT07_MAX,FHT07_SD,FHT07_CNT,FHT08,FHT08_MIN,FHT08_MAX,FHT08_SD,FHT08_CNT,FHT09,FHT09_MIN,FHT09_MAX,FHT09_SD,FHT09_CNT,FEXTL,FEXTL_MIN,FEXTL_MAX,FEXTL_SD,FEXTL_CNT,FEXTA,FEXTA_MIN,FEXTA_MAX,FEXTA_SD,FEXTA_CNT,FEXTB,FEXTB_MIN,FEXTB_MAX,FEXTB_SD,FEXTB_CNT,SFEXTL_SD_AVG,SFEXTL_SD_SD,SFEXTA_SD_AVG,SFEXTA_SD_SD,SFEXTB_SD_AVG,SFEXTB_SD_SD,FEXTHUE,FEXTHUE_MIN,FEXTHUE_MAX,FEXTHUE_SD,FEXTHUE_CNT,SFEXTHUE_SD_AVG,SFEXTHUE_SD_SD,FEXTCHR,FEXTCHR_MIN,FEXTCHR_MAX,FEXTCHR_SD,FEXTCHR_CNT,SFEXTCHR_SD_AVG,SFEXTCHR_SD_SD,GRWT
SHIFTP00000000879561943158714,230321,1,0.16,0.1534,0.1666,0.0093,2,72.7759,69.7911,75.7607,4.2211,2,37.0296,35.5955,38.4637,2.0281,2,8.1868,8.0403,8.3333,0.2072,2,8.6751,8.5612,8.789,0.1611,2,1.0036,0.9542,1.053,0.0699,2,9.4224,8.2995,10.5453,1.588,2,10.2849,9.8943,10.6754,0.5523,2,1.0292,0.8229,1.2356,0.2918,2,11.8894,10.7334,13.0454,1.6349,2,1.1864,1.1258,1.247,0.0857,2,1.1537,0.9959,1.3115,0.2232,2,1.4553,1.288,1.6225,0.2365,2,1.0341,1.0195,1.0486,0.0205,2,0.8588,0.8543,0.8633,0.0064,2,1.2042,1.181,1.2275,0.0329,2,0.8814,0.8621,0.9007,0.0273,2,0.79,0.7769,0.803,0.0185,2,5.2246,5.1758,5.2734,0.0691,2,7.0312,6.8685,7.194,0.2302,2,7.666,7.5521,7.7799,0.1611,2,7.9101,7.8125,8.0078,0.1381,2,8.1868,8.0403,8.3333,0.2072,2,8.4635,8.2682,8.6588,0.2762,2,8.6425,8.5286,8.7565,0.1611,2,8.4635,8.431,8.4961,0.046,2,7.3893,7.2591,7.5195,0.1841,2,7.795,7.6486,7.9415,0.2071,2,8.9667,8.5599,9.3736,0.5754,2,9.7967,9.3085,10.2849,0.6904,2,9.4224,8.2019,10.6429,1.7261,2,9.4224,8.2995,10.5453,1.588,2,9.9757,9.7641,10.1872,0.2992,2,9.3573,9.1457,9.5688,0.2992,2,8.8691,8.5924,9.1457,0.3912,2,6.8023,6.7047,6.9,0.1381,2,0.3041,0.3021,0.3061,0.0028,2,0.4295,0.4281,0.4309,0.002,2,0.5827,0.5787,0.5867,0.0057,2,0.0605,0.0024,0.0133,0.0006,0.0231,0.0018,0.2759,0.2718,0.2801,0.0059,2,0.0391,0.0034,0.5122,0.5104,0.5139,0.0024,2,0.0077,0.0011,0.32
SHIFTP00000000879561943158715,230321,1,0.22,0.1834,0.2643,0.0328,5,88.5022,73.7593,106.3402,13.188,5,40.9729,36.2407,46.2044,4.598,5,9.8502,8.6588,10.4817,0.7858,5,9.9804,8.789,10.677,0.7899,5,1.0508,0.6401,1.3411,0.3218,5,9.5623,8.2344,11.0335,1.0801,5,10.4541,9.2108,11.7495,1.0871,5,0.9857,0.7424,1.1299,0.1546,5,12.2148,10.8939,13.8278,1.4048,5,1.0493,0.8898,1.1359,0.0951,5,0.9723,0.8723,1.0788,0.0969,5,1.2423,1.0653,1.3724,0.1283,5,0.9469,0.9016,0.9906,0.0361,5,0.8602,0.7841,0.9662,0.0662,5,1.1054,0.9611,1.1697,0.0833,5,0.9001,0.8615,0.9393,0.031,5,0.8116,0.7846,0.8459,0.0235,5,6.7578,6.4127,7.1289,0.3067,5,8.4375,8.0403,8.8216,0.37,5,9.2773,8.6914,10.026,0.5837,5,9.6354,8.7565,10.3515,0.6801,5,9.8502,8.6588,10.4817,0.7858,5,9.8958,8.6588,10.5468,0.8066,5,9.7851,8.5286,10.677,0.838,5,9.3294,8.0403,10.319,0.8534,5,7.8711,7.1614,9.082,0.7928,5,7.8048,6.7047,9.0481,0.9557,5,9.3931,8.4297,11.0986,1.1201,5,9.9985,8.7877,11.6844,1.1792,5,10.1156,9.1457,11.6844,1.0665,5,9.5623,8.2344,11.0335,1.0801,5,10.1221,8.9179,10.8707,0.9096,5,10.0766,8.5924,10.9033,1.0495,5,9.4256,7.5184,10.3825,1.2229,5,7.8048,5.7934,8.8854,1.2473,5,0.2951,0.2664,0.3073,0.0165,5,0.438,0.4348,0.4454,0.0046,5,0.5729,0.5587,0.5825,0.009,5,0.0608,0.007,0.0151,0.0029,0.0232,0.0032,0.2755,0.2638,0.2872,0.0084,5,0.0441,0.005,0.5103,0.5054,0.5146,0.0033,5,0.0074,0.0015,1.1
SHIFTP00000000879561943158716,230321,1,0.1833,0.1432,0.2232,0.0284,6,82.1343,64.1494,99.9945,12.7031,6,38.4177,36.8003,41.7508,1.8079,6,9.7602,7.8125,10.5468,1.0448,6,9.8253,7.9427,10.6119,1.0004,6,1.3331,0.9347,2.2721,0.4858,6,9.775,8.0391,10.7731,1.1401,6,10.3391,8.8528,11.1311,0.8378,6,1.2342,0.9157,2.1662,0.4716,6,12.3415,9.7483,14.7542,1.7517,6,1.0624,0.8579,1.3072,0.1458,6,1.0074,0.7791,1.1248,0.1198,6,1.2712,0.9447,1.4142,0.1734,6,0.8591,0.6019,0.9542,0.1298,6,0.798,0.6574,0.8576,0.0784,6,1.0742,0.9155,1.2652,0.1159,6,0.9039,0.8558,0.9263,0.0257,6,0.777,0.6648,0.8413,0.0619,6,5.8377,3.8411,7.5521,1.4174,6,7.7962,5.8919,9.0169,1.1923,6,8.8053,6.7708,9.8307,1.1321,6,9.4943,7.3242,10.4166,1.1236,6,9.7602,7.8125,10.5468,1.0448,6,9.63,7.8776,10.5143,0.9638,6,9.1905,7.7799,10.1237,0.8311,6,8.3279,6.3476,9.6679,1.2219,6,6.8251,4.1667,8.789,1.5969,6,6.8512,4.9146,8.1693,1.2976,6,8.766,7.4858,9.8943,0.9716,6,9.6828,8.1042,10.7731,0.9974,6,9.6773,7.616,11.1311,1.4737,6,9.775,8.0391,10.7731,1.1401,6,10.0353,8.5273,10.7731,0.8074,6,9.5634,8.6575,10.4476,0.7147,6,8.9287,6.9325,10.3174,1.2113,6,7.0085,4.6542,8.983,1.5775,6,0.3274,0.2884,0.3462,0.0245,6,0.4252,0.4195,0.4392,0.0076,6,0.5987,0.5883,0.6102,0.0092,6,0.0736,0.0112,0.0159,0.0021,0.0299,0.0042,0.261,0.2481,0.2701,0.0079,6,0.0409,0.0052,0.5198,0.5151,0.5242,0.0033,6,0.0109,0.0019,1.1
SHIFTP00000000879561943158717,230321,1,0.2,0.1963,0.2037,0.0053,2,84.0741,82.5058,85.6424,2.2179,2,37.3262,37.2408,37.4116,0.1208,2,9.6354,9.4726,9.7981,0.2302,2,9.847,9.8307,9.8632,0.023,2,1.3121,1.1827,1.4415,0.183,2,10.3011,10.2523,10.35,0.069,2,10.5778,10.4802,10.6754,0.1381,2,1.2797,1.2026,1.3568,0.109,2,12.9531,12.7635,13.1427,0.2682,2,1.0742,1.0661,1.0823,0.0115,2,1.0693,1.0563,1.0823,0.0184,2,1.3444,1.3413,1.3474,0.0043,2,0.9167,0.8505,0.9828,0.0936,2,0.8089,0.7938,0.8239,0.0213,2,1.1352,1.0323,1.2381,0.1455,2,0.9267,0.8989,0.9545,0.0393,2,0.7811,0.7711,0.7911,0.0141,2,5.8268,5.6315,6.0221,0.2762,2,7.7962,7.5195,8.0729,0.3913,2,8.789,8.4635,9.1146,0.4604,2,9.3099,8.9843,9.6354,0.4604,2,9.6354,9.4726,9.7981,0.2302,2,9.6517,9.5052,9.7981,0.2072,2,9.5866,9.375,9.7981,0.2992,2,8.8216,8.3333,9.3099,0.6905,2,7.0638,6.2174,7.9101,1.1969,2,6.9488,6.0863,7.8113,1.2198,2,9.162,8.4297,9.8943,1.0356,2,9.992,9.4712,10.5127,0.7365,2,10.3662,10.1221,10.6103,0.3452,2,10.3011,10.2523,10.35,0.069,2,9.992,9.699,10.2849,0.4143,2,9.52,9.5037,9.5363,0.023,2,8.7552,8.6901,8.8203,0.0921,2,7.1441,6.8674,7.4207,0.3912,2,0.2782,0.2543,0.3021,0.0338,2,0.443,0.4287,0.4574,0.0203,2,0.5698,0.5512,0.5884,0.0263,2,0.0656,0.0121,0.0141,0.0012,0.0232,0.0087,0.2709,0.2693,0.2725,0.0023,2,0.0482,0.0034,0.5109,0.5067,0.5152,0.006,2,0.0082,0.0039,0.4
SHIFTP00000000879561943158718,230321,1,0.194,0.1667,0.2196,0.02,5,86.973,74.752,98.4635,8.9716,5,40.1006,37.9699,42.0035,1.456,5,10.0455,8.7239,11.5559,1.2068,5,10.2864,8.9192,11.5885,1.2221,5,1.4834,0.6271,2.3961,0.6626,5,9.9334,8.4297,11.4891,1.0842,5,10.5843,9.1132,11.5542,0.9036,5,1.3101,0.6849,2.192,0.5629,5,12.0763,10.2997,14.346,1.5139,5,1.0427,0.7864,1.2078,0.1625,5,1.002,0.7295,1.1491,0.1644,5,1.2146,0.8913,1.3475,0.1847,5,0.9016,0.794,0.9968,0.0753,5,0.7827,0.6732,0.9142,0.0902,5,1.1644,1.0245,1.3524,0.1703,5,0.8867,0.8629,0.9307,0.0266,5,0.7733,0.734,0.8528,0.0486,5,5.7031,3.7109,6.7708,1.2117,5,7.7864,7.3567,8.431,0.4454,5,8.9909,8.2356,10.1562,0.7653,5,9.6093,8.6914,11.1653,0.9867,5,10.0455,8.7239,11.5559,1.2068,5,10.1562,8.5612,11.5234,1.299,5,9.8763,8.431,11.0677,1.1496,5,9.0364,7.8776,10.4817,1.1446,5,7.526,5.8594,8.9518,1.4337,5,7.3036,4.9797,9.0481,1.5436,5,9.3475,8.2995,10.3825,0.8837,5,9.9203,8.983,10.7405,0.7741,5,9.7836,8.1368,10.9033,1.2811,5,9.9334,8.4297,11.4891,1.0842,5,10.2003,8.983,11.4566,0.8971,5,9.9724,8.3971,11.2613,1.0442,5,8.7877,7.1278,9.7967,1.1085,5,6.7633,6.0212,8.3971,0.9358,5,0.2939,0.2431,0.3306,0.0335,5,0.4482,0.422,0.5067,0.0335,5,0.5764,0.5427,0.6051,0.0242,5,0.0735,0.0229,0.016,0.0024,0.0251,0.0078,0.2377,0.118,0.2787,0.0675,5,0.0501,0.0133,0.5172,0.5089,0.5251,0.0074,5,0.0112,0.0044,0.97
SHIFTP00000000879561943158720,230321,1,0.28,0.234,0.3458,0.0389,6,109.8932,91.8503,135.7214,15.2636,6,42.8574,39.2494,46.0834,2.9221,6,11.1707,9.6679,14.1601,1.6789,6,11.3823,9.8958,14.3554,1.691,6,1.5585,0.9233,2.9089,0.7253,6,11.4728,8.8528,13.6698,1.7973,6,12.1129,10.7405,13.7023,1.3455,6,1.4424,0.7401,2.778,0.7139,6,13.9513,11.449,17.1687,2.3811,6,1.0791,0.8835,1.3268,0.1721,6,1.0399,0.8046,1.3244,0.1927,6,1.2615,1.0377,1.6453,0.2297,6,0.9024,0.7103,0.9782,0.0973,6,0.7996,0.6161,0.8923,0.0982,6,1.1313,1.0775,1.1887,0.0519,6,0.9076,0.8793,0.9355,0.0249,6,0.7811,0.6821,0.8269,0.0553,6,6.7274,5.8268,8.0078,0.8656,6,8.8053,8.3333,9.8307,0.5308,6,10.0369,9.1797,11.0026,0.789,6,10.7856,9.4401,13.1184,1.3767,6,11.1707,9.6679,14.1601,1.6789,6,11.3064,9.8632,14.2903,1.7054,6,10.9103,9.7981,12.5976,1.2439,6,9.9718,9.1797,11.6862,0.9213,6,7.7419,6.8685,10.0586,1.1865,6,8.2941,5.6957,10.1221,1.5321,6,10.3771,8.5273,11.9773,1.2572,6,11.3969,10.4151,12.9863,1.0422,6,11.5054,9.1783,13.5721,1.6306,6,11.4728,8.8528,13.6698,1.7973,6,11.2884,8.8203,13.0514,1.4743,6,11.0009,8.6901,12.1401,1.2239,6,9.954,7.7462,10.9684,1.1652,6,7.8547,6.0538,9.1457,1.3095,6,0.29,0.2528,0.3289,0.0252,6,0.4431,0.4359,0.4682,0.0124,6,0.5687,0.5556,0.5751,0.0071,6,0.0672,0.0044,0.0137,0.0013,0.0226,0.0024,0.2691,0.2279,0.2805,0.0203,6,0.0426,0.0093,0.5101,0.5081,0.514,0.0021,6,0.0076,0.0015,1.68
SHIFTP00000000879561943158721,230321,1,0.195,0.1666,0.2333,0.0278,4,80.465,68.7618,96.2747,11.4845,4,37.449,34.3845,43.6512,4.3096,4,9.6679,9.1797,10.5143,0.5865,4,9.969,9.6679,10.7421,0.517,4,1.6835,1.0066,1.9828,0.4546,4,9.4875,8.5924,10.2198,0.671,4,10.2849,9.7641,11.2938,0.7136,4,1.3017,0.9051,1.5637,0.3071,4,12.1816,10.6412,13.5317,1.1947,4,1.0311,1.0099,1.0532,0.0245,4,0.9813,0.936,1.0171,0.0354,4,1.2584,1.1592,1.302,0.0666,4,0.9212,0.8095,1.0177,0.0868,4,0.7568,0.6656,0.8582,0.0892,4,1.2245,1.1336,1.4233,0.1342,4,0.9053,0.8683,0.9544,0.0398,4,0.7545,0.7188,0.7993,0.0343,4,4.6549,3.5482,6.25,1.1404,4,7.2835,6.7057,7.8776,0.5292,4,8.5286,8.3659,8.7239,0.148,4,9.2854,8.9192,9.8632,0.445,4,9.6679,9.1797,10.5143,0.5865,4,9.7819,9.1471,10.677,0.6491,4,9.6028,8.5937,10.5468,0.7982,4,8.903,7.7474,9.9609,0.96,4,6.8522,4.5573,8.3333,1.81,4,6.3385,5.0773,6.8674,0.8443,4,8.2914,6.9325,9.341,1.0376,4,9.3247,8.1693,10.4802,1.1029,4,9.7723,8.7552,11.0986,1.0903,4,9.4875,8.5924,10.2198,0.671,4,9.9106,9.3736,11.1636,0.8397,4,9.3003,8.1368,10.35,0.9561,4,8.5843,7.1604,9.5363,1.1153,4,6.7698,5.4354,7.9089,1.0192,4,0.3201,0.2917,0.3524,0.0258,4,0.4323,0.4188,0.4549,0.0158,4,0.5897,0.5642,0.6076,0.0184,4,0.0681,0.0032,0.0159,0.0009,0.0286,0.0022,0.2594,0.2476,0.2651,0.0081,4,0.0459,0.0065,0.5177,0.5129,0.5222,0.0038,4,0.0105,0.0009,0.78
SHIFTP00000000879561943158723,230321,1,0.236,0.2092,0.2705,0.0256,5,91.1066,80.7492,104.4353,9.8695,5,40.712,37.4295,45.7651,3.6069,5,10.4882,10.2213,11.1653,0.3909,5,10.6315,10.2539,11.3606,0.4526,5,1.6467,1.2303,1.9874,0.3137,5,10.2328,8.8528,11.8471,1.2369,5,10.8707,9.5688,12.075,0.9329,5,1.5604,1.3004,2.1533,0.3675,5,13.3013,11.5957,15.1779,1.3568,5,1.0244,0.9186,1.1665,0.1039,5,0.9769,0.8446,1.1517,0.1267,5,1.2706,1.1273,1.4755,0.1504,5,0.8848,0.7516,0.9335,0.0761,5,0.7765,0.6832,0.8544,0.0724,5,1.1462,1.0129,1.35,0.1375,5,0.9021,0.8431,0.9343,0.0368,5,0.7609,0.7094,0.8213,0.0484,5,5.4492,4.2318,6.7057,0.8976,5,8.138,7.1614,8.789,0.7239,5,9.4401,8.5612,10.0586,0.7065,5,10.1237,9.5052,10.8398,0.5224,5,10.4882,10.2213,11.1653,0.3909,5,10.4492,9.8632,11.2955,0.5619,5,10.0976,9.2773,11.1653,0.7555,5,9.2903,7.6823,10.319,0.987,5,7.3047,5.3711,8.4635,1.1657,5,7.5835,6.5094,9.8943,1.3553,5,9.4452,7.8438,11.7495,1.4333,5,10.35,9.1457,11.9773,1.1818,5,10.3109,9.341,11.9122,1.0555,5,10.2328,8.8528,11.8471,1.2369,5,10.3109,8.5924,11.1636,1.0234,5,9.2499,8.1042,10.1221,0.7568,5,8.0196,7.1604,9.3085,0.8579,5,5.9105,3.9707,8.1368,1.5842,5,0.302,0.2805,0.3167,0.0176,5,0.4406,0.4278,0.4789,0.0215,5,0.579,0.5708,0.5853,0.0054,5,0.0659,0.0016,0.0185,0.0107,0.0238,0.0011,0.2587,0.1918,0.278,0.0375,5,0.0485,0.0209,0.515,0.5107,0.5274,0.007,5,0.0106,0.0062,1.18
SHIFTP00000000879561943158725,230321,1,0.215,0.1516,0.2712,0.0493,4,82.2516,57.9875,103.7577,18.8603,4,36.7909,29.7052,42.7549,5.4901,4,9.6598,8.2031,11.1002,1.4568,4,9.8307,8.2682,11.1979,1.5358,4,1.0128,0.679,1.3816,0.3024,4,9.4549,7.5184,10.6754,1.5137,4,9.7967,8.0066,11.2287,1.4822,4,0.9454,0.6377,1.3517,0.3005,4,11.2409,8.4827,12.9918,2.074,4,1.0071,0.8269,1.2303,0.1672,4,0.9877,0.8388,1.2338,0.1717,4,1.1709,1.0099,1.4691,0.211,4,0.9758,0.9355,0.9921,0.0271,4,0.8255,0.7801,0.8611,0.0349,4,1.1827,1.1521,1.2028,0.0234,4,0.9035,0.8983,0.915,0.0079,4,0.8315,0.7924,0.8755,0.0356,4,6.6243,5.957,7.487,0.7164,4,7.9508,7.0638,9.0169,1.0346,4,8.8053,7.6823,9.8632,1.2047,4,9.3668,7.9752,10.7747,1.4326,4,9.6598,8.2031,11.1002,1.4568,4,9.7737,8.2356,11.1653,1.4935,4,9.7737,8.2356,11.0677,1.4906,4,9.4075,8.138,10.6119,1.2711,4,8.2112,7.2916,9.1146,0.8262,4,7.258,5.8585,8.5273,1.0921,4,8.983,7.3882,10.35,1.2608,4,9.6258,7.9089,10.9033,1.3843,4,9.6095,7.974,11.066,1.5255,4,9.4549,7.5184,10.6754,1.5137,4,9.3329,7.4858,10.8056,1.467,4,9.3085,7.8438,10.8707,1.3739,4,8.8528,7.7462,9.9594,1.0762,4,7.1848,6.4118,7.8438,0.6891,4,0.3052,0.288,0.3185,0.0127,4,0.4351,0.4307,0.4437,0.0058,4,0.5771,0.5593,0.5864,0.0121,4,0.0668,0.0077,0.014,0.0015,0.0239,0.0045,0.2749,0.2645,0.2889,0.0103,4,0.0406,0.0016,0.5114,0.505,0.5157,0.0045,4,0.0081,0.0022,0.86
SHIFTP00000000879561943158727,230321,1,0.28,0.28,0.28,0.0,1,87.7804,87.7804,87.7804,0.0,1,42.3056,42.3056,42.3056,0.0,1,11.0677,11.0677,11.0677,0.0,1,11.3932,11.3932,11.3932,0.0,1,1.1598,1.1598,1.1598,0.0,1,7.0953,7.0953,7.0953,0.0,1,9.7316,9.7316,9.7316,0.0,1,1.0495,1.0495,1.0495,0.0,1,9.5224,9.5224,9.5224,0.0,1,0.8542,0.8542,0.8542,0.0,1,0.6411,0.6411,0.6411,0.0,1,0.8604,0.8604,0.8604,0.0,1,0.9471,0.9471,0.9471,0.0,1,0.8412,0.8412,0.8412,0.0,1,1.1259,1.1259,1.1259,0.0,1,0.8585,0.8585,0.8585,0.0,1,0.7896,0.7896,0.7896,0.0,1,7.7148,7.7148,7.7148,0.0,1,9.3099,9.3099,9.3099,0.0,1,10.1562,10.1562,10.1562,0.0,1,10.7096,10.7096,10.7096,0.0,1,11.0677,11.0677,11.0677,0.0,1,11.3606,11.3606,11.3606,0.0,1,11.263,11.263,11.263,0.0,1,10.4817,10.4817,10.4817,0.0,1,8.9192,8.9192,8.9192,0.0,1,6.8023,6.8023,6.8023,0.0,1,8.9504,8.9504,8.9504,0.0,1,9.5688,9.5688,9.5688,0.0,1,9.6014,9.6014,9.6014,0.0,1,7.0953,7.0953,7.0953,0.0,1,8.625,8.625,8.625,0.0,1,9.2434,9.2434,9.2434,0.0,1,8.4297,8.4297,8.4297,0.0,1,7.0627,7.0627,7.0627,0.0,1,0.2487,0.2487,0.2487,0.0,1,0.452,0.452,0.452,0.0,1,0.549,0.549,0.549,0.0,1,0.0534,0.0,0.0096,0.0,0.0166,0.0,0.2959,0.2959,0.2959,0.0,1,0.0485,0.0,0.503,0.503,0.503,0.0,1,0.0058,0.0,0.28
SHIFTP00000000879561949834691,230321,1,0.1909,0.1284,0.2616,0.0407,11,85.0748,57.1998,116.5906,18.1277,11,38.792,32.4775,50.9241,5.2263,11,10.1503,7.7148,13.2812,1.3795,11,10.3634,8.0403,13.2812,1.2957,11,1.3269,0.7211,1.9091,0.4389,11,9.4712,6.9651,11.0335,1.3152,11,10.1103,8.5599,12.5632,1.3199,11,1.2398,0.7795,1.6899,0.3128,11,12.0578,8.2168,14.2922,2.0091,11,0.9837,0.8063,1.2411,0.139,11,0.9392,0.8038,1.2062,0.1255,11,1.1921,0.994,1.4812,0.1711,11,0.9096,0.822,1.0,0.0585,11,0.8056,0.7,0.8991,0.0759,11,1.1349,1.0142,1.2644,0.0887,11,0.9082,0.8511,0.9348,0.0289,11,0.7833,0.7241,0.8288,0.0336,11,6.2411,4.4596,8.3984,1.3578,11,8.1705,6.6732,11.4257,1.3674,11,9.298,7.2265,12.5976,1.4127,11,9.807,7.4544,13.2161,1.4432,11,10.1503,7.7148,13.2812,1.3795,11,10.2095,7.9752,13.151,1.2439,11,9.8988,7.9752,12.5325,1.1145,11,9.1885,7.6497,11.5885,1.0213,11,7.5047,6.0221,8.9518,0.9182,11,6.7372,4.9472,9.5363,1.2529,11,8.7078,7.2905,11.6519,1.2616,11,9.3617,7.974,12.3353,1.3588,11,9.4594,7.8764,12.075,1.4336,11,9.4712,6.9651,11.0335,1.3152,11,9.7967,7.7462,11.6519,1.2995,11,9.5481,6.6396,12.5632,1.5781,11,8.6605,5.6632,12.0099,1.6684,11,6.897,4.1009,10.6103,1.784,11,0.2902,0.2644,0.3135,0.0161,11,0.438,0.4342,0.4457,0.0029,11,0.5713,0.5581,0.5792,0.0055,11,0.0648,0.0073,0.0135,0.0013,0.022,0.0026,0.2786,0.2679,0.2884,0.0055,11,0.0426,0.0041,0.5093,0.5053,0.5132,0.002,11,0.007,0.001,2.1
SHIFTP00000000879561949834692,230321,1,0.22,0.17,0.2529,0.0312,8,95.1195,73.4802,109.3411,13.4877,8,41.0533,35.977,44.2132,3.2412,8,9.4848,8.431,10.5468,0.8864,8,9.851,8.4635,10.8398,0.9887,8,0.9499,0.4797,1.4384,0.3122,8,10.8341,8.9504,13.2792,1.3879,8,11.4444,9.7641,13.7023,1.3717,8,1.1334,0.5502,2.1239,0.4792,8,13.2766,11.5116,15.5593,1.5566,8,1.1692,0.9965,1.5251,0.1655,8,1.1528,0.9289,1.557,0.1997,8,1.4105,1.1947,1.8244,0.2148,8,0.9823,0.9073,1.06,0.0566,8,0.862,0.7667,0.9615,0.0571,8,1.1448,1.035,1.3826,0.1156,8,0.8944,0.8768,0.9328,0.0175,8,0.8235,0.7607,0.8655,0.0312,8,6.7179,5.306,7.6497,0.8072,8,8.1583,7.2916,9.3099,0.748,8,8.8379,8.0403,10.0911,0.7429,8,9.2041,8.3333,10.4817,0.7868,8,9.4848,8.431,10.5468,0.8864,8,9.6517,8.3659,10.677,0.9266,8,9.6069,8.1054,10.7747,0.9594,8,9.3058,7.6497,10.3515,0.8892,8,8.1665,6.6406,9.2122,0.8078,8,8.0554,6.7372,9.1132,0.8385,8,10.1791,9.0806,12.1075,0.9805,8,11.0131,9.6339,13.507,1.3595,8,11.1392,9.6339,13.6698,1.4912,8,10.8341,8.9504,13.2792,1.3879,8,11.0619,9.4712,13.0839,1.1808,8,11.1433,9.1457,13.4419,1.3214,8,10.5371,8.5924,12.8235,1.2628,8,8.6494,6.7372,11.1962,1.4011,8,0.3141,0.2442,0.3682,0.044,8,0.4393,0.4197,0.4793,0.023,8,0.5808,0.5491,0.609,0.022,8,0.0721,0.007,0.0147,0.0012,0.024,0.0052,0.2532,0.2001,0.2784,0.0289,8,0.0457,0.0166,0.5157,0.5101,0.5235,0.0047,8,0.009,0.0016,1.76
